*
* Ladesystemtypen
*
$CHARGINGSYSTEM:ID;Name
0;Plugin
1;Panthograph/Overhead
2;Battery Change
3;Induction
*
* Haltestellen
*
* List was extended and new attribute values were randomized using 'extendStopPointTable.py'
*
* ChargingSystem
*   -1 		= none
*   INT		= see above in CHARGINGSYSTEM
*
* FastChargingCapability
*    0 		= stop is not capable to fast charge
*    1 		= stop is capable to fast charge
*
* Haltestellen;;;;;;;;;;
*;;;;;;;;;;
$STOPPOINT:ID;Code;Name;VehCapacityForCharging
01311205;20;01355;00571;000:07:15:00;000:07:58:00;0;360;1;0;0;12900
01311207;20;00571;01355;000:07:24:00;000:08:05:00;0;60;1;0;0;12300
01311209;20;01355;00571;000:07:25:00;000:08:08:00;0;360;1;0;0;12900
01311211;20;00571;01355;000:07:34:00;000:08:15:00;0;60;1;0;0;12300
01311213;20;01355;00571;000:07:35:00;000:08:18:00;0;360;1;0;0;12900
01311215;20;00571;01355;000:07:44:00;000:08:25:00;0;60;1;0;0;12300
01311217;20;01355;00571;000:07:45:00;000:08:28:00;0;360;1;0;0;12900
01311219;20;00571;01355;000:07:54:00;000:08:35:00;0;60;1;0;0;12300
01311221;20;01355;00571;000:07:55:00;000:08:38:00;0;60;1;0;0;12900
01311223;20;00571;01355;000:08:04:00;000:08:45:00;0;60;1;0;0;12300
01311225;20;01355;00571;000:08:05:00;000:08:48:00;0;60;1;0;0;12900
01311227;20;00571;01355;000:08:14:00;000:08:55:00;0;60;1;0;0;12300
01311229;20;01355;00571;000:08:15:00;000:08:58:00;0;60;1;0;0;12900
01311231;20;00571;01355;000:08:24:00;000:09:05:00;0;60;1;0;0;12300
01311233;20;01355;00571;000:08:25:00;000:09:08:00;0;60;1;0;0;12900
01311235;20;00571;01355;000:08:34:00;000:09:15:00;0;60;1;0;0;12300
01311237;20;01355;00571;000:08:35:00;000:09:18:00;0;60;1;0;0;12900
01311239;20;00571;01355;000:08:44:00;000:09:25:00;0;60;1;0;0;12300
01311241;20;01355;00571;000:08:45:00;000:09:28:00;0;60;1;0;0;12900
01311243;20;00571;01355;000:08:54:00;000:09:35:00;0;60;1;0;0;12300
01311245;20;01355;00571;000:08:55:00;000:09:38:00;0;60;1;0;0;12900
01311247;20;00571;01355;000:09:04:00;000:09:45:00;0;60;1;0;0;12300
01311249;20;01355;00571;000:09:05:00;000:09:48:00;0;60;1;0;0;12900
01311251;20;00571;01355;000:09:14:00;000:09:55:00;0;60;1;0;0;12300
01311253;20;01355;00571;000:09:15:00;000:09:58:00;0;60;1;0;0;12900
01311255;20;00571;01355;000:09:24:00;000:10:05:00;0;60;1;0;0;12300
01311257;20;01355;00571;000:09:25:00;000:10:08:00;0;60;1;0;0;12900
01311259;20;00571;01355;000:09:34:00;000:10:15:00;0;60;1;0;0;12300
01311261;20;01355;00571;000:09:35:00;000:10:18:00;0;60;1;0;0;12900
01311263;20;00571;01355;000:09:44:00;000:10:25:00;0;60;1;0;0;12300
01311265;20;01355;00571;000:09:45:00;000:10:28:00;0;60;1;0;0;12900
01311267;20;00571;01355;000:09:54:00;000:10:35:00;0;60;1;0;0;12300
01311269;20;01355;00571;000:09:55:00;000:10:38:00;0;60;1;0;0;12900
01311271;20;00571;01355;000:10:04:00;000:10:45:00;0;60;1;0;0;12300
01311273;20;01355;00571;000:10:05:00;000:10:48:00;0;60;1;0;0;12900
01311275;20;00571;01355;000:10:14:00;000:10:55:00;0;60;1;0;0;12300
01311277;20;01355;00571;000:10:15:00;000:10:58:00;0;60;1;0;0;12900
01311279;20;00571;01355;000:10:24:00;000:11:05:00;0;60;1;0;0;12300
01311281;20;01355;00571;000:10:25:00;000:11:08:00;0;60;1;0;0;12900
01311283;20;00571;01355;000:10:34:00;000:11:15:00;0;60;1;0;0;12300
01311285;20;01355;00571;000:10:35:00;000:11:18:00;0;60;1;0;0;12900
01311287;20;00571;01355;000:10:44:00;000:11:25:00;0;60;1;0;0;12300
01311289;20;01355;00571;000:10:45:00;000:11:28:00;0;60;1;0;0;12900
01311291;20;00571;01355;000:10:54:00;000:11:35:00;0;60;1;0;0;12300
01311293;20;01355;00571;000:10:55:00;000:11:38:00;0;60;1;0;0;12900
01311295;20;00571;01355;000:11:04:00;000:11:45:00;0;60;1;0;0;12300
01311297;20;01355;00571;000:11:05:00;000:11:48:00;0;60;1;0;0;12900
01311299;20;00571;01355;000:11:14:00;000:11:55:00;0;60;1;0;0;12300
01311301;20;01355;00571;000:11:15:00;000:11:58:00;0;60;1;0;0;12900
01311303;20;00571;01355;000:11:24:00;000:12:05:00;0;60;1;0;0;12300
01311305;20;01355;00571;000:11:25:00;000:12:08:00;0;60;1;0;0;12900
01311307;20;00571;01355;000:11:34:00;000:12:15:00;0;60;1;0;0;12300
01311309;20;01355;00571;000:11:35:00;000:12:18:00;0;60;1;0;0;12900
01311311;20;00571;01355;000:11:44:00;000:12:25:00;0;60;1;0;0;12300
01311313;20;01355;00571;000:11:45:00;000:12:28:00;0;60;1;0;0;12900
01311315;20;00571;01355;000:11:54:00;000:12:35:00;0;60;1;0;0;12300
01311317;20;01355;00571;000:11:55:00;000:12:38:00;0;60;1;0;0;12900
01311319;20;00571;01355;000:12:04:00;000:12:45:00;0;60;1;0;0;12300
01311321;20;01355;00571;000:12:05:00;000:12:48:00;0;60;1;0;0;12900
01311323;20;00571;01355;000:12:14:00;000:12:55:00;0;60;1;0;0;12300
01311325;20;01355;00571;000:12:15:00;000:12:58:00;0;60;1;0;0;12900
01311327;20;00571;01355;000:12:24:00;000:13:05:00;0;60;1;0;0;12300
01311329;20;01355;00571;000:12:25:00;000:13:08:00;0;60;1;0;0;12900
01311331;20;00571;01355;000:12:34:00;000:13:15:00;0;60;1;0;0;12300
01311333;20;01355;00571;000:12:35:00;000:13:18:00;0;60;1;0;0;12900
01311335;20;00571;01355;000:12:44:00;000:13:25:00;0;60;1;0;0;12300
01311337;20;01355;00571;000:12:45:00;000:13:28:00;0;60;1;0;0;12900
01311339;20;00571;01355;000:12:54:00;000:13:35:00;0;60;1;0;0;12300
01311341;20;01355;00571;000:12:55:00;000:13:38:00;0;60;1;0;0;12900
01311343;20;00571;01355;000:13:04:00;000:13:45:00;0;60;1;0;0;12300
01311345;20;01355;00571;000:13:05:00;000:13:48:00;0;60;1;0;0;12900
01311347;20;00571;01355;000:13:14:00;000:13:55:00;0;60;1;0;0;12300
01311349;20;01355;00571;000:13:15:00;000:13:58:00;0;60;1;0;0;12900
01311351;20;00571;01355;000:13:24:00;000:14:05:00;0;60;1;0;0;12300
01311353;20;01355;00571;000:13:25:00;000:14:08:00;0;60;1;0;0;12900
01311355;20;00571;01355;000:13:34:00;000:14:15:00;0;60;1;0;0;12300
01311357;20;01355;00571;000:13:35:00;000:14:18:00;0;60;1;0;0;12900
01311359;20;00571;01355;000:13:44:00;000:14:25:00;0;60;1;0;0;12300
01311361;20;01355;00571;000:13:45:00;000:14:28:00;0;60;1;0;0;12900
01311363;20;00571;01355;000:13:54:00;000:14:35:00;0;60;1;0;0;12300
01311365;20;01355;00571;000:13:55:00;000:14:38:00;0;60;1;0;0;12900
01311367;20;00571;01355;000:14:04:00;000:14:45:00;0;60;1;0;0;12300
01311369;20;01355;00571;000:14:05:00;000:14:48:00;0;60;1;0;0;12900
01311371;20;00571;01355;000:14:14:00;000:14:55:00;0;60;1;0;0;12300
01311373;20;01355;00571;000:14:15:00;000:14:58:00;0;60;1;0;0;12900
01311375;20;00571;01355;000:14:24:00;000:15:05:00;0;60;1;0;0;12300
01311377;20;01355;00571;000:14:25:00;000:15:08:00;0;60;1;0;0;12900
01311379;20;00571;01355;000:14:34:00;000:15:15:00;0;60;1;0;0;12300
01311381;20;01355;00571;000:14:35:00;000:15:18:00;0;60;1;0;0;12900
01311383;20;00571;01355;000:14:44:00;000:15:25:00;0;60;1;0;0;12300
01311385;20;01355;00571;000:14:45:00;000:15:28:00;0;60;1;0;0;12900
01311387;20;00571;01355;000:14:54:00;000:15:35:00;0;60;1;0;0;12300
01311389;20;01355;00571;000:14:55:00;000:15:38:00;0;360;1;0;0;12900
01311391;20;00571;01355;000:15:04:00;000:15:45:00;0;60;1;0;0;12300
01311393;20;01355;00571;000:15:05:00;000:15:48:00;0;360;1;0;0;12900
01311395;20;00571;01355;000:15:14:00;000:15:55:00;0;60;1;0;0;12300
01311397;20;01355;00571;000:15:15:00;000:15:58:00;0;360;1;0;0;12900
01311399;20;00571;01355;000:15:24:00;000:16:05:00;0;60;1;0;0;12300
01311401;20;01355;00571;000:15:25:00;000:16:08:00;0;360;1;0;0;12900
01311403;20;00571;01355;000:15:34:00;000:16:15:00;0;60;1;0;0;12300
01311405;20;01355;00571;000:15:35:00;000:16:18:00;0;360;1;0;0;12900
01311407;20;00571;01355;000:15:44:00;000:16:25:00;0;60;1;0;0;12300
01311409;20;01355;00571;000:15:45:00;000:16:28:00;0;360;1;0;0;12900
01311411;20;00571;01355;000:15:54:00;000:16:35:00;0;60;1;0;0;12300
01311413;20;01355;00571;000:15:55:00;000:16:38:00;0;360;1;0;0;12900
01311415;20;00571;01355;000:16:04:00;000:16:45:00;0;60;1;0;0;12300
01311417;20;01355;00571;000:16:05:00;000:16:48:00;0;360;1;0;0;12900
01311419;20;00571;01355;000:16:14:00;000:16:55:00;0;60;1;0;0;12300
01311421;20;01355;00571;000:16:15:00;000:16:58:00;0;360;1;0;0;12900
01311423;20;00571;01355;000:16:24:00;000:17:05:00;0;60;1;0;0;12300
01311425;20;01355;00571;000:16:25:00;000:17:08:00;0;360;1;0;0;12900
01311427;20;00571;01355;000:16:34:00;000:17:15:00;0;60;1;0;0;12300
01311429;20;01355;00571;000:16:35:00;000:17:18:00;0;360;1;0;0;12900
01311431;20;00571;01355;000:16:44:00;000:17:25:00;0;60;1;0;0;12300
01311433;20;01355;00571;000:16:45:00;000:17:28:00;0;360;1;0;0;12900
01311435;20;00571;01355;000:16:54:00;000:17:35:00;0;60;1;0;0;12300
01311437;20;01355;00571;000:16:55:00;000:17:38:00;0;360;1;0;0;12900
01311439;20;00571;01355;000:17:04:00;000:17:45:00;0;60;1;0;0;12300
01311441;20;01355;00571;000:17:05:00;000:17:48:00;0;360;1;0;0;12900
01311443;20;00571;01355;000:17:14:00;000:17:55:00;0;60;1;0;0;12300
01311445;20;01355;00571;000:17:15:00;000:17:58:00;0;360;1;0;0;12900
01311447;20;00571;01355;000:17:24:00;000:18:05:00;0;60;1;0;0;12300
01311449;20;01355;00571;000:17:25:00;000:18:08:00;0;360;1;0;0;12900
01311451;20;00571;01355;000:17:34:00;000:18:15:00;0;60;1;0;0;12300
01311453;20;01355;00571;000:17:35:00;000:18:18:00;0;360;1;0;0;12900
01311455;20;00571;01355;000:17:44:00;000:18:25:00;0;60;1;0;0;12300
01311457;20;01355;00571;000:17:45:00;000:18:28:00;0;360;1;0;0;12900
01311459;20;00571;01355;000:17:54:00;000:18:35:00;0;60;1;0;0;12300
01311461;20;01355;00571;000:17:55:00;000:18:38:00;0;60;1;0;0;12900
01311463;20;00571;01355;000:18:04:00;000:18:45:00;0;60;1;0;0;12300
01311465;20;01355;00571;000:18:05:00;000:18:48:00;0;60;1;0;0;12900
01311467;20;00571;01355;000:18:14:00;000:18:55:00;0;60;1;0;0;12300
01311469;20;01355;00571;000:18:15:00;000:18:58:00;0;60;1;0;0;12900
01311471;20;00571;01355;000:18:24:00;000:19:05:00;0;60;1;0;0;12300
01311473;20;01355;00571;000:18:25:00;000:19:08:00;0;60;1;0;0;12900
01311475;20;00571;01355;000:18:34:00;000:19:15:00;0;60;1;0;0;12300
01311477;20;01355;00571;000:18:35:00;000:19:18:00;0;60;1;0;0;12900
01311479;20;00571;01355;000:18:44:00;000:19:25:00;0;60;1;0;0;12300
01311481;20;01355;00571;000:18:45:00;000:19:28:00;0;60;1;0;0;12900
01311483;20;00571;01355;000:18:54:00;000:19:35:00;0;60;1;0;0;12300
01311485;20;01355;00571;000:18:55:00;000:19:38:00;0;60;1;0;0;12900
01311487;20;00571;01355;000:19:04:00;000:19:45:00;0;60;1;0;0;12300
01311489;20;01355;00571;000:19:05:00;000:19:48:00;0;60;1;0;0;12900
01311491;20;00571;01355;000:19:14:00;000:19:55:00;0;60;1;0;0;12300
01311493;20;01355;00571;000:19:15:00;000:19:58:00;0;60;1;0;0;12900
01311495;20;00571;00377;000:19:24:00;000:19:50:00;0;0;1;0;0;7800
01311497;20;01355;00571;000:19:25:00;000:20:08:00;0;60;1;0;0;12900
01311499;20;00571;01355;000:19:34:00;000:20:15:00;0;0;1;0;0;12300
01311501;20;01355;00571;000:19:35:00;000:20:18:00;0;60;1;0;0;12900
01311503;20;00571;00377;000:19:44:00;000:20:10:00;0;60;1;0;0;7800
01311505;20;01355;00571;000:19:45:00;000:20:28:00;0;60;1;0;0;12900
01311507;20;00571;01355;000:19:54:00;000:20:35:00;0;0;1;0;0;12300
01311509;20;01355;00377;000:19:55:00;000:20:12:00;0;60;1;0;0;5100
01311511;20;01355;00571;000:20:01:00;000:20:38:00;0;60;1;0;0;11100
01311513;20;00571;01355;000:20:02:00;000:20:41:00;0;0;1;0;0;11700
01311515;20;00571;01355;000:20:12:00;000:20:51:00;0;0;1;0;0;11700
01311517;20;01355;00571;000:20:21:00;000:20:58:00;0;60;1;0;0;11100
01311519;20;00571;01355;000:20:22:00;000:21:01:00;0;0;1;0;0;11700
01311521;20;00571;00377;000:20:32:00;000:20:56:00;0;60;1;0;0;7200
01311523;20;01355;00571;000:20:39:00;000:21:16:00;0;60;1;0;0;11100
01311525;20;00571;00377;000:20:39:00;000:21:03:00;0;60;1;0;0;7200
01311527;20;01355;00571;000:20:59:00;000:21:36:00;0;60;1;0;0;11100
01311529;20;00571;00377;000:20:59:00;000:21:23:00;0;60;1;0;0;7200
01311531;20;00571;00377;000:21:19:00;000:21:43:00;0;60;1;0;0;7200
01311533;20;00377;00571;000:21:33:00;000:21:56:00;0;60;1;0;0;6900
01311535;20;00571;00377;000:21:39:00;000:22:03:00;0;60;1;0;0;7200
01311537;20;00377;00571;000:21:53:00;000:22:16:00;0;60;1;0;0;6900
01311539;20;00571;00377;000:21:59:00;000:22:23:00;0;60;1;0;0;7200
01311541;20;00377;00571;000:22:13:00;000:22:36:00;0;60;1;0;0;6900
01311543;20;00571;00377;000:22:19:00;000:22:43:00;0;60;1;0;0;7200
01311545;20;00377;00571;000:22:33:00;000:22:56:00;0;60;1;0;0;6900
01311547;20;00571;00377;000:22:39:00;000:23:03:00;0;60;1;0;0;7200
01311549;20;00377;00571;000:22:53:00;000:23:16:00;0;60;1;0;0;6900
01311551;20;00571;00377;000:22:59:00;000:23:23:00;0;60;1;0;0;7200
01311553;20;00377;00571;000:23:13:00;000:23:36:00;0;60;1;0;0;6900
01311555;20;00571;00377;000:23:19:00;000:23:43:00;0;60;1;0;0;7200
01311557;20;00377;00571;000:23:33:00;000:23:56:00;0;60;1;0;0;6900
01311559;20;00571;00377;000:23:39:00;001:00:03:00;0;60;1;0;0;7200
01311561;20;00377;00571;000:23:53:00;001:00:16:00;0;60;1;0;0;6900
01311563;20;00571;00377;000:23:59:00;001:00:23:00;0;60;1;0;0;7200
01311565;20;00377;00571;001:00:13:00;001:00:36:00;0;60;1;0;0;6900
01311567;20;00571;00377;001:00:19:00;001:00:43:00;0;60;1;0;0;7200
01311569;20;00377;00571;001:00:25:00;001:00:48:00;0;60;1;0;0;6900
01311571;20;00571;00377;001:00:39:00;001:01:03:00;0;60;1;0;0;7200
01311573;20;00377;00571;001:00:45:00;001:01:08:00;0;60;1;0;0;6900
01311575;20;00571;00377;001:01:09:00;001:01:33:00;0;60;1;0;0;7200
01769783;27;00628;00753;000:04:32:00;000:04:51:00;0;0;1;0;0;5700
01769785;27;00753;00628;000:04:48:00;000:05:04:00;0;0;1;0;0;4800
01769788;27;00628;00753;000:04:52:00;000:05:11:00;0;0;1;0;0;5700
01769790;27;00753;00628;000:05:08:00;000:05:24:00;0;0;1;0;0;4800
01769793;27;00628;00321;000:05:12:00;000:05:53:00;0;0;1;0;0;12300
01769795;27;00321;00628;000:05:13:00;000:05:54:00;0;0;1;0;0;12300
01769797;27;00628;00321;000:05:22:00;000:06:03:00;0;0;1;0;0;12300
01769800;27;00753;00628;000:05:28:00;000:05:44:00;0;0;1;0;0;4800
01769802;27;00628;00321;000:05:32:00;000:06:13:00;0;0;1;0;0;12300
01769804;27;00321;00628;000:05:33:00;000:06:14:00;0;0;1;0;0;12300
01769809;27;00628;00321;000:05:42:00;000:06:23:00;0;0;1;0;0;12300
01769811;27;00753;00628;000:05:48:00;000:06:04:00;0;0;1;0;0;4800
01769817;27;00628;00321;000:05:52:00;000:06:33:00;0;180;1;0;0;12300
01769825;27;00321;00628;000:05:53:00;000:06:34:00;0;300;1;0;0;12300
01769835;27;00628;00321;000:06:02:00;000:06:43:00;0;180;1;0;0;12300
01769848;27;00321;00628;000:06:03:00;000:06:44:00;0;300;1;0;0;12300
01769878;27;00753;00628;000:06:08:00;000:06:24:00;0;0;1;0;0;4800
01769880;27;00628;00321;000:06:12:00;000:06:53:00;0;180;1;0;0;12300
01769882;27;00321;00628;000:06:13:00;000:06:54:00;0;300;1;0;0;12300
01769885;27;00628;00321;000:06:22:00;000:07:03:00;0;180;1;0;0;12300
01769987;27;00321;00628;000:06:23:00;000:07:04:00;0;300;1;0;0;12300
01769989;27;00628;00321;000:06:32:00;000:07:13:00;0;180;1;0;0;12300
01769991;27;00321;00628;000:06:33:00;000:07:14:00;0;300;1;0;0;12300
01769993;27;00628;00321;000:06:42:00;000:07:23:00;0;180;1;0;0;12300
01769995;27;00321;00628;000:06:43:00;000:07:24:00;0;300;1;0;0;12300
01769997;27;00628;00321;000:06:52:00;000:07:33:00;0;180;1;0;0;12300
01769999;27;00321;00628;000:06:53:00;000:07:34:00;0;300;1;0;0;12300
01770001;27;00628;00321;000:07:02:00;000:07:43:00;0;180;1;0;0;12300
